n_mfcc,model_name,accuracy,precision,recall,f1,roc_auc,train_time_sec,inference_time_ms,model_size_mb,best_params,cv_best_score
16,XGBoost,0.8049382716049382,0.71875,0.6814814814814815,0.6996197718631179,0.8754732510288066,35.61986379977316,1.8652909900993109,0.4046440124511719,"{'colsample_bytree': 1.0, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 200, 'scale_pos_weight': 2, 'subsample': 1.0}",0.689189393484535
16,LightGBM,0.8148148148148148,0.7419354838709677,0.6814814814814815,0.7104247104247104,0.8776954732510289,8.69900960009545,2.8660210268571973,0.5378360748291016,"{'learning_rate': 0.1, 'min_child_samples': 50, 'n_estimators': 200, 'num_leaves': 31}",0.6879996251737986
16,AdaBoost,0.7382716049382716,0.6526315789473685,0.45925925925925926,0.5391304347826087,0.7903017832647463,5.799053799826652,46.17224898189306,0.10683631896972656,"{'learning_rate': 1.0, 'n_estimators': 200}",0.5660315434818036
16,Decision Tree,0.6567901234567901,0.49,0.725925925925926,0.5850746268656717,0.7344993141289438,0.7179755996912718,0.2031919965520501,0.012897491455078125,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",0.574309411140849
16,K-Nearest Neighbors,0.8,0.6956521739130435,0.7111111111111111,0.7032967032967034,0.8521673525377228,0.5981493000872433,2.7395899780094624,0.11187744140625,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.6663595207210949
16,Naive Bayes,0.7185185185185186,0.6779661016949152,0.2962962962962963,0.41237113402061853,0.6965980795610425,0.061972999945282936,0.3279160102829337,0.0010738372802734375,{'var_smoothing': 1e-09},0.4517911038982154
16,MLP Neural Network,0.8419753086419753,0.8034188034188035,0.6962962962962963,0.746031746031746,0.8814814814814814,72.95142909977585,0.3857100149616599,0.06541061401367188,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (64, 32), 'learning_rate': 'constant'}",0.7034790176236777
32,Logistic Regression,0.6839506172839506,0.5195530726256983,0.6888888888888889,0.5923566878980892,0.7612345679012346,0.15329389972612262,0.28663900680840015,0.0009374618530273438,"{'C': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5874185634644822
32,Ridge Classifier,0.6765432098765433,0.510989010989011,0.6888888888888889,0.5867507886435331,0.7598902606310013,0.13116199988871813,0.2348040323704481,0.0008249282836914062,"{'alpha': 1.0, 'solver': 'auto'}",0.5818710973530775
32,SVM (RBF),0.8197530864197531,0.6987179487179487,0.8074074074074075,0.7491408934707904,0.879698216735254,2.8446101997978985,18.136261012405157,0.22838973999023438,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.7151248939051489
32,Linear SVM,0.6790123456790124,0.5138121546961326,0.6888888888888889,0.5886075949367089,0.7625788751714678,0.257402699906379,0.22065705619752407,0.0008230209350585938,"{'C': 1, 'loss': 'squared_hinge'}",0.5859859016485524
32,Random Forest,0.8024691358024691,0.7433628318584071,0.6222222222222222,0.6774193548387096,0.8489711934156379,29.560542199760675,117.15683801099658,4.326891899108887,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.6500201990337598
32,Extra Trees,0.8493827160493828,0.8425925925925926,0.674074074074074,0.7489711934156379,0.89519890260631,4.537178799975663,53.84108697529882,5.19000244140625,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.665841834296093
32,Gradient Boosting,0.8296296296296296,0.8235294117647058,0.6222222222222222,0.7088607594936709,0.8923182441700961,81.59802740020677,1.7367820162326097,1.1941280364990234,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",0.6815626642940914
32,XGBoost,0.8246913580246914,0.7388059701492538,0.7333333333333333,0.7360594795539034,0.88960219478738,66.83623499982059,1.4455880038440228,0.26647090911865234,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'scale_pos_weight': 2, 'subsample': 0.8}",0.7201930684566958
32,LightGBM,0.837037037037037,0.776,0.7185185185185186,0.7461538461538462,0.904883401920439,11.715118799824268,2.9630660032853484,0.6677207946777344,"{'learning_rate': 0.1, 'min_child_samples': 20, 'n_estimators': 200, 'num_leaves': 31}",0.6986423505572442
32,AdaBoost,0.762962962962963,0.693069306930693,0.5185185185185185,0.5932203389830508,0.8038408779149521,9.55358129972592,50.38849800359458,0.10683631896972656,"{'learning_rate': 1.0, 'n_estimators': 200}",0.6124888218882294
32,Decision Tree,0.7432098765432099,0.5962732919254659,0.7111111111111111,0.6486486486486487,0.7625788751714677,1.1276963003911078,0.2197869773954153,0.015488624572753906,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.6318940493468795
32,K-Nearest Neighbors,0.8074074074074075,0.6887417218543046,0.7703703703703704,0.7272727272727273,0.8490672153635117,0.28227429976686835,3.0571200139820576,0.21075439453125,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.671649209302002
32,Naive Bayes,0.6395061728395062,0.47058823529411764,0.6518518518518519,0.546583850931677,0.7209053497942387,0.050928700249642134,0.42881401255726814,0.0015621185302734375,{'var_smoothing': 1e-09},0.552030331588245
32,MLP Neural Network,0.8222222222222222,0.7266187050359713,0.7481481481481481,0.7372262773722628,0.884883401920439,64.99214079976082,0.5849750153720379,0.08858489990234375,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (128,), 'learning_rate': 'constant'}",0.7127620712477781
64,Logistic Regression,0.6839506172839506,0.5185185185185185,0.725925925925926,0.6049382716049383,0.7709739368998628,0.22388309985399246,0.2414829982444644,0.0011882781982421875,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.6040391898224541
64,Ridge Classifier,0.6641975308641975,0.49746192893401014,0.725925925925926,0.5903614457831325,0.7685048010973937,0.3006254001520574,0.3169029951095581,0.0010051727294921875,"{'alpha': 10.0, 'solver': 'saga'}",0.5987438275076583
64,SVM (RBF),0.782716049382716,0.6620689655172414,0.7111111111111111,0.6857142857142857,0.8714951989026064,3.3415683996863663,22.233707010746002,0.49588584899902344,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.685987180096942
64,Linear SVM,0.6790123456790124,0.5128205128205128,0.7407407407407407,0.6060606060606061,0.7668038408779149,0.5849921000190079,0.27445302810519934,0.00106048583984375,"{'C': 1, 'loss': 'hinge'}",0.6031577160319167
64,Random Forest,0.8123456790123457,0.7864077669902912,0.6,0.680672268907563,0.8527846364883402,38.17398610012606,115.27877997606993,4.459050178527832,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.6247870149787688
64,Extra Trees,0.8049382716049382,0.71875,0.6814814814814815,0.6996197718631179,0.8575308641975309,5.09287039982155,86.07973303180188,3.669710159301758,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.6539974293820447
64,Gradient Boosting,0.8469135802469135,0.8762886597938144,0.6296296296296297,0.7327586206896551,0.8869410150891633,1568.2265781997703,0.9119180031120777,0.8365888595581055,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.6745662872273833
64,XGBoost,0.8296296296296296,0.7946428571428571,0.6592592592592592,0.7206477732793523,0.8977503429355281,153.26861410029233,7.029423019848764,0.6077470779418945,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200, 'scale_pos_weight': 2, 'subsample': 1.0}",0.6941149585477175
64,LightGBM,0.8617283950617284,0.8319327731092437,0.7333333333333333,0.7795275590551181,0.908395061728395,40.62958460021764,5.07009700872004,0.6718044281005859,"{'learning_rate': 0.1, 'min_child_samples': 20, 'n_estimators': 200, 'num_leaves': 31}",0.6980367008888404
64,AdaBoost,0.745679012345679,0.6568627450980392,0.4962962962962963,0.5654008438818565,0.7946227709190672,17.553520600311458,27.580216000787914,0.10683631896972656,"{'learning_rate': 1.0, 'n_estimators': 200}",0.5902731526478101
64,Decision Tree,0.7234567901234568,0.5696969696969697,0.6962962962962963,0.6266666666666667,0.7482304526748972,2.2305701998993754,0.09427002631127834,0.015030860900878906,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.6148553325512945
64,K-Nearest Neighbors,0.7777777777777778,0.6490066225165563,0.725925925925926,0.6853146853146853,0.8469135802469134,0.6170004000887275,3.195485002361238,0.40850830078125,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.6420122634874276
64,Naive Bayes,0.6938271604938272,0.5364238410596026,0.6,0.5664335664335665,0.763593964334705,0.06700569996610284,0.8061710046604276,0.0025386810302734375,{'var_smoothing': 1e-09},0.5432556651008756
64,MLP Neural Network,0.8271604938271605,0.7559055118110236,0.7111111111111111,0.732824427480916,0.8510836762688614,67.06480609998107,0.4869789956137538,0.14576435089111328,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (128,), 'learning_rate': 'constant'}",0.688485033314605
128,Logistic Regression,0.7012345679012346,0.5393258426966292,0.7111111111111111,0.6134185303514377,0.7831001371742112,0.6527312998659909,0.18224296160042286,0.0016765594482421875,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.6046528601295643
128,Ridge Classifier,0.6938271604938272,0.5310734463276836,0.6962962962962963,0.6025641025641025,0.7728943758573388,0.914121899753809,0.18705200403928757,0.001194000244140625,"{'alpha': 10.0, 'solver': 'auto'}",0.5938258910304441
128,SVM (RBF),0.7950617283950617,0.6857142857142857,0.7111111111111111,0.6981818181818182,0.8622222222222223,6.030687400139868,16.729894010350108,1.0177803039550781,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.6728456478986242
