n_mfcc,model_name,accuracy,precision,recall,f1,roc_auc,train_time_sec,inference_time_ms,model_size_mb,best_params,cv_best_score
64,Linear SVM,0.6790123456790124,0.5128205128205128,0.7407407407407407,0.6060606060606061,0.7668038408779149,0.30012849997729063,0.07726801559329033,0.00106048583984375,"{'C': 1, 'loss': 'hinge'}",0.7111111111111111
64,Random Forest,0.8123456790123457,0.7864077669902912,0.6,0.680672268907563,0.8527846364883402,26.625258299987763,58.02652501966804,4.459050178527832,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.5333333333333333
64,Extra Trees,0.8049382716049382,0.71875,0.6814814814814815,0.6996197718631179,0.8575308641975309,3.5471723000518978,43.92750299535692,3.669710159301758,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.6037037037037036
64,Gradient Boosting,0.8246913580246914,0.8018867924528302,0.6296296296296297,0.7053941908713693,0.8700411522633745,94.66469920007512,0.5815940303727984,0.2537708282470703,"{'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.5962962962962962
64,XGBoost,0.6691358024691358,0.5025125628140703,0.7407407407407407,0.5988023952095808,0.7593415637860083,103.14806969976053,0.7586209662258625,0.11537456512451172,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'scale_pos_weight': 2, 'subsample': 1.0}",0.7462962962962963
64,LightGBM,0.7753086419753087,0.6410256410256411,0.7407407407407407,0.6872852233676976,0.8435665294924555,14.549069699831307,1.7709550028666854,0.5407180786132812,"{'learning_rate': 0.01, 'min_child_samples': 50, 'n_estimators': 200, 'num_leaves': 31}",0.6814814814814815
64,AdaBoost,0.745679012345679,0.6568627450980392,0.4962962962962963,0.5654008438818565,0.7946227709190672,8.81256250012666,18.19108202122152,0.10683631896972656,"{'learning_rate': 1.0, 'n_estimators': 200}",0.5222222222222223
64,Decision Tree,0.5802469135802469,0.43346007604562736,0.8444444444444444,0.5728643216080402,0.7175582990397805,1.1631624000146985,0.1328710000962019,0.004807472229003906,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.7648148148148147
64,K-Nearest Neighbors,0.7777777777777778,0.6490066225165563,0.725925925925926,0.6853146853146853,0.8469135802469134,0.2257201001048088,2.2640799870714545,0.40850830078125,"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.674074074074074
64,Naive Bayes,0.6938271604938272,0.5364238410596026,0.6,0.5664335664335665,0.763593964334705,0.030446999706327915,0.23680598475039005,0.0025386810302734375,{'var_smoothing': 1e-09},0.5851851851851851
